ID,Titolo,Generi,Punteggio_Utente,Stato_Utente,Punteggio_Medio,Rank,Popolarita
147389,Log-in Murim,"Action, Adventure, Fantasy, Martial Arts",0,plan_to_read,7.96,862,1521
138673,Look Back,"Drama, Shounen",0,plan_to_read,8.41,214,127
111202,Lookism,"Action, Comedy, Drama, School, Supernatural",7,reading,7.97,835,260
132500,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru","Fantasy, Romance, Time Travel",6,dropped,7.7,1781,2862
147317,Lout of Count's Family,"Fantasy, Isekai, Reincarnation",4,dropped,7.8,1362,786
119152,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,"Adventure, Fantasy, Isekai, Romance",5,dropped,7.14,7050,643
91941,Made in Abyss,"Adventure, Drama, Fantasy, Sci-Fi",0,plan_to_read,8.73,54,62
14790,Magi,"Adventure, Award Winning, Fantasy, Shounen",0,plan_to_read,8.26,364,78
61189,Mahoutsukai no Yome,"Drama, Fantasy, Mythology, Romance, Shounen, Urban Fantasy",7,on_hold,8.33,286,166
160056,Mahoutsukai to Aka no Pilgrim,"Adventure, Fantasy",7,completed,7.45,3441,8526
104241,Mairimashita! Iruma-kun,"Comedy, Fantasy, Shounen",4,dropped,8.34,275,263
1415,Manhole,"Detective, Horror, Mystery, Seinen",0,plan_to_read,7.14,7076,1487
13387,March Story,"Action, Drama, Fantasy, Horror, Seinen, Supernatural",0,plan_to_read,7.7,1791,4022
124085,Mashle,"Action, Comedy, Fantasy, Gag Humor, Parody, School, Shounen",6,completed,7.61,2310,141
3579,Mashounen B.T.,"Action, Comedy, Fantasy, Mystery, Psychological, Shounen, Supernatural",4,completed,6.15,19640,7334
848,Master Keaton,"Adult Cast, Adventure, Drama, Historical, Military, Mystery, Seinen, Slice of Life",0,plan_to_read,7.68,1891,2296
147820,Master Villainess the Invincible!,"Action, Fantasy, Isekai, Martial Arts, Villainess",5,dropped,7.4,3940,5639
147455,Masters of Lightning Knives,"Action, Martial Arts",5,on_hold,7.52,2896,4713
110160,"Mata, Onaji Yume wo Miteita",Drama,6,completed,8.37,252,796
147712,Maybe Meant to Be,"Adult Cast, Comedy, Romance",6,reading,7.97,833,892
5711,Megumi no Daigo,"Action, Award Winning, Drama, Shounen",0,plan_to_read,8.05,670,5769
105877,Mobuko no Koi,"Adult Cast, Drama, Romance, Seinen",6,reading,7.43,3661,3006
104440,Monkey Peak,"Horror, Seinen",0,plan_to_read,6.55,16194,3992
1,Monster,"Adult Cast, Award Winning, Drama, Mystery, Psychological, Seinen",8,completed,9.16,5,28
129808,Mookhyang: Dark Lady,"Action, Adventure, Fantasy, Magical Sex Shift",7,reading,,,
149141,Mookhyang: The Origin,"Action, Adventure, Fantasy",6,completed,,,
124471,Moon You,"Comedy, Drama, Sci-Fi, Space",6,completed,7.81,1321,8991
147941,Mori-chan Ken-chan,"Drama, Memoir, Seinen",8,completed,7.68,1869,19356
658,Mugen no Juunin,"Action, Adventure, Drama, Historical, Martial Arts, Samurai, Seinen, Supernatural",5,plan_to_read,8.41,217,188
147642,Murim RPG Simulation,"Action, Adventure, Fantasy, Martial Arts, Time Travel, Video Game",5,dropped,7.34,4459,3726
418,Mushishi,"Adult Cast, Award Winning, Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",0,plan_to_read,8.7,60,178
70259,Mushoku Tensei: Isekai Ittara Honki Dasu,"Fantasy, Isekai, Reincarnation, Seinen",2,dropped,8.1,608,122
149438,My Blasted Reincarnated Life,"Action, Fantasy, Reincarnation",4,dropped,7.83,1231,777
148733,My Boss's Special Request,"Adult Cast, Romance, Workplace",5,on_hold,7.52,2897,12307
148620,My Dad Is Too Strong,"Action, Comedy, Fantasy",3,dropped,6.94,10179,4560
150203,My Daughter Is the Final Boss,"Action, Childcare, Fantasy, Time Travel",3,dropped,7.33,4577,2232
151111,My F-Rank High School Life,"Action, School, Super Power",2,dropped,6.64,14885,2453
143627,My Gently Raised Beast,"Fantasy, Romance",6,completed,7.38,4107,3071
108032,My Home Hero,"Drama, Seinen, Suspense",0,plan_to_read,7.9,1030,589
147073,My Life as a Loser,"Action, Drama, School, Time Travel",4,dropped,7.94,915,5408
148958,My Master Is a Backseat Gamer,"Action, Fantasy",2,dropped,6.68,14355,4313
151757,My Royal Awakening,"Drama, Historical, Reincarnation, Time Travel",6,completed,7.62,2252,12195
147202,My S-Class Hunters,"Action, Adventure, Fantasy, Time Travel",3,dropped,7.4,3938,1572
150561,Mythic Item Obtained,"Action, Fantasy",6,on_hold,7.42,3751,1287
138533,Nan Hao Shang Feng,"Comedy, School",7,reading,8.55,120,998
28,Nana,"Adult Cast, Award Winning, Drama, Love Polygon, Music, Romance, Shoujo",0,plan_to_read,8.81,38,77
44485,Nanatsu no Taizai,"Action, Adventure, Award Winning, Fantasy, Shounen",1,dropped,7.44,3573,53
147863,Nano Machine,"Action, Adventure, Fantasy, Martial Arts, Sci-Fi",5,dropped,8.17,494,597
112245,Navillera: Like a Butterfly,"Drama, Performing Arts",0,plan_to_read,8.09,613,4164
102458,Neko no Otera no Chion-san,"Seinen, Slice of Life",0,plan_to_read,7.66,2033,1657
141226,Neko no Te datte Yaku ni Tatsu,"Comedy, Romance, Supernatural",3,dropped,6.83,11920,9604
18753,Nekojiru Udon,"Anthropomorphic, Comedy, Seinen",4,completed,7.53,2800,4611
159130,Nick to Lever,"Comedy, Gag Humor, Seinen",6,completed,8.1,607,6440
119084,Nihon e Youkoso Elf-san.,"Comedy, Fantasy, Isekai",5,dropped,7.36,4261,1784
39291,Nijiiro Days,"Comedy, Romance, School, Shoujo",0,plan_to_read,7.95,874,446
13290,Ningen Shikkaku,"Drama, Historical, Psychological, Seinen",0,plan_to_read,7.98,813,466
123065,Ninkyou Tensei: Isekai no Yakuza Hime,"Action, Adventure, Fantasy, Isekai, Reincarnation, Seinen",7,reading,7.48,3184,1497
122775,"Nito no Taida na Isekai Shoukougun: Saijakushoku ""Healer"" nanoni Saikyou wa Cheat desu ka?","Action, Adventure, Fantasy, Isekai, Reincarnation",4,dropped,6.85,11680,1951
90423,No Guns Life,"Action, Sci-Fi, Seinen",0,plan_to_read,7.32,4731,1440
147769,No Home,"School, Slice of Life",5,completed,8.74,52,2545
29983,Noblesse,"Action, Adventure, Comedy, School, Supernatural",6,completed,8.1,591,133
12569,Not Simple,"Drama, Seinen, Slice of Life",0,plan_to_read,7.74,1625,1684
163356,Ogami Tsumiki to Ki Nichijou.,"Anthropomorphic, Fantasy, Love Status Quo, Romance, School, Shounen, Urban Fantasy",4,dropped,7.61,2333,1860
112774,Ojisama to Neko,"Pets, Slice of Life",5,dropped,8.29,330,852
114121,Ojisan wa Kawaii Mono ga Osuki.,Comedy,5,on_hold,7.18,6545,18298
140520,Okiraku Ryoushu no Tanoshii Ryouchi Bouei,Fantasy,3,dropped,6.96,9823,5081
132214,Omniscient Reader's Viewpoint,"Action, Adventure, Fantasy, Urban Fantasy",6,on_hold,8.62,92,86
143441,Omniscient Reader's Viewpoint,"Action, Adventure, Fantasy, Urban Fantasy",7,completed,9.03,10,765
17465,Omoide Emanon,"Drama, Seinen",8,completed,8,783,250
164732,Omori,"Horror, Psychological, Seinen",3,dropped,7.47,3239,7229
8967,Onanie Master Kurosawa,"Drama, Psychological, School",4,completed,8.39,228,84
156716,"One Day, Suddenly, Seoul Is","Survival, Suspense",7,on_hold,7.14,7140,13816
13,One Piece,"Action, Adventure, Fantasy, Shounen",7,reading,9.22,4,4
145980,One Piece: Nami vs. Kalifa,"Action, Adventure, Fantasy",2,completed,6.69,14177,7860
44347,One Punch-Man,"Action, Comedy, Parody, Seinen, Super Power",8,reading,8.71,57,7
112592,Oniichan wa Oshimai!,"CGDCT, Comedy, Magical Sex Shift",2,dropped,7.83,1250,914
3299,Ookami to Koushinryou,"Adult Cast, Adventure, Drama, Fantasy, Historical, Romance, Seinen, Supernatural",7,completed,8.45,189,423
121083,Ookami wa Nemuranai,"Action, Adventure, Fantasy, Isekai",0,plan_to_read,7.45,3399,3458
35573,Orange,"Drama, Love Polygon, Romance, School, Sci-Fi, Shoujo, Time Travel",0,plan_to_read,8.28,354,73
1211,Ore to Akuma no Blues,"Drama, Historical, Horror, Psychological, Seinen",8,on_hold,8.06,661,837
11514,Otoyomegatari,"Award Winning, Historical, Romance, Seinen",0,plan_to_read,8.56,116,220
123397,Ou no Kemono: Enpei no Arcana,"Crossdressing, Drama, Fantasy, Romance, Shoujo",0,plan_to_read,7.73,1652,3741
147727,Overgeared,"Action, Fantasy, Video Game",4,dropped,7.76,1532,910
81667,Overlord,"Action, Fantasy, Isekai",0,plan_to_read,7.97,838,397
4632,Oyasumi Punpun,"Drama, Psychological, Seinen, Slice of Life",9,completed,8.99,14,8
3031,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen",0,plan_to_read,8.56,115,54
154587,Pick Me Up,"Action, Fantasy, Isekai, Video Game",0,plan_to_read,8.29,335,793
146750,Pigpen,"Horror, Psychological, Survival, Suspense",7,completed,7.94,914,1901
5744,Ping Pong,"Drama, Seinen, Sports",0,plan_to_read,8.53,135,830
481,Planetes,"Adult Cast, Award Winning, Drama, Psychological, Sci-Fi, Seinen, Slice of Life, Space, Workplace",0,plan_to_read,8.24,389,298
149871,Player,"Action, Adventure, Fantasy, Isekai",6,on_hold,7.85,1184,2148
745,Pluto,"Action, Award Winning, Detective, Mystery, Psychological, Sci-Fi, Seinen, Suspense",0,plan_to_read,8.62,89,101
119260,Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi,"Comedy, Romance, School, Shounen",4,dropped,7.58,2452,881
3438,Psyren,"Action, Adventure, High Stakes Game, Psychological, Romance, Sci-Fi, Shounen, Strategy Game, Super Power, Supernatural",0,plan_to_read,7.94,903,160
106733,Ragna Crimson,"Action, Fantasy, Shounen",0,plan_to_read,7.64,2150,832
7482,Rainbow: Nisha Rokubou no Shichinin,"Award Winning, Delinquents, Drama, Historical, Psychological, Seinen",0,plan_to_read,8.45,190,484
109229,Raise wa Tanin ga Ii,"Organized Crime, Romance, Seinen",8,reading,7.8,1369,558
22986,Ran to Haiiro no Sekai,"Drama, Fantasy, Romance, Seinen, Supernatural",0,plan_to_read,8.04,687,613
146774,Random Chat,"Action, Drama, School",3,completed,7.26,5405,3571
73271,Re:Monster,"Action, Adventure, Fantasy, Isekai, Reincarnation",3,dropped,7.29,5054,317
657,Real,"Award Winning, Drama, Psychological, Seinen, Sports, Team Sports",0,plan_to_read,8.95,16,150
151157,Reality Quest,"Action, School, Supernatural",5,dropped,7.52,2899,2073
147924,Reborn as a Scholar,"Action, Martial Arts, Reincarnation",6,completed,7,9275,5570
181605,Red Shirt,"Action, Drama",2,dropped,,37554,47169
148512,Reincarnated as an Unruly Heir,"Action, Martial Arts, Reincarnation",5,dropped,7.02,8929,4789
168981,Reincarnated Murim Lord,"Action, Fantasy, Martial Arts, Reincarnation",6,reading,7.25,5560,10780
161442,Reincarnation of the Veteran Soldier,"Action, Adult Cast, Fantasy, Isekai",6,on_hold,7.46,3321,11506
78523,ReLIFE,"Comedy, Drama, Romance, School, Slice of Life",4,dropped,8.63,83,67
158010,Return of the Bloodthirsty Police,"Action, Organized Crime, Reincarnation",5,reading,7.08,7990,7190
146878,Return of the Blossoming Blade,"Action, Adventure, Fantasy, Martial Arts, Reincarnation",7,reading,8.49,159,647
147577,Return of the Mad Demon,"Action, Martial Arts, Time Travel",6,reading,7.89,1064,1243
149349,Return of the Scholar,"Action, Fantasy, Martial Arts",3,dropped,6.5,16832,20606
153399,Return of the War God,"Action, Fantasy, Martial Arts",6,reading,7.48,3169,3812
152612,Returning With Absolutely Nothing,"Action, Fantasy, Isekai, Time Travel",6,on_hold,7.48,3168,3087
157888,Revenge of the Baskerville Bloodhound,"Action, Fantasy, Time Travel",2,dropped,8.04,694,737
148002,Reverse Villain,"Action, Reincarnation, Supernatural",2,completed,6.62,15201,4263
78477,Rikudou,"Combat Sports, Drama, Seinen, Sports",0,plan_to_read,7.78,1461,750
148729,Rooftop Swordmaster,"Action, Supernatural",2,dropped,6.44,17618,4804
148511,Rookie Chef with the Magic Touch,"Drama, Gourmet",3,dropped,6.89,10965,14563
915,Rookies,"Comedy, Delinquents, Drama, School, Shounen, Slice of Life, Sports, Team Sports",0,plan_to_read,8.23,395,773
104298,Route End,"Detective, Mystery, Shounen, Suspense",0,plan_to_read,7.06,8230,2178
148054,Ruri Dragon,"School, Shounen, Slice of Life, Supernatural",5,completed,7.7,1799,464
109339,Saihate no Paladin,"Action, Adventure, Fantasy, Isekai, Reincarnation",0,plan_to_read,7.8,1370,608
37755,Saiki Kusuo no Ψ-nan,"Comedy, Gag Humor, School, Shounen, Super Power, Supernatural",4,dropped,8.31,304,533
3575,Saikyou Densetsu Kurosawa,"Action, Comedy, Delinquents, Drama, Psychological, Seinen, Suspense",0,plan_to_read,8.31,310,693
116701,Saikyou Juzoku Tensei: Majutsu Otaku no Risoukyou,"Adventure, Fantasy, Isekai, Reincarnation",3,dropped,6.29,18873,3740
159741,Saitei Chara ni Tensei shita Ore wa Ikinokoritai,"Adventure, Fantasy, Isekai, Reincarnation, Video Game",3,dropped,6.36,18294,19133
131334,Sakamoto Days,"Action, Comedy, Shounen",7,on_hold,8.17,488,96
48649,Sakamoto desu ga?,"Comedy, Gag Humor, School, Seinen",6,completed,7.72,1681,545
145863,Sayonara Eri,"Drama, Shounen",8,completed,8.64,81,90
661,Sayonara Zetsubou Sensei,"Award Winning, Comedy, Gag Humor, Parody, School, Shounen",4,completed,8.15,519,580
145539,Seasons of Blossom,"Love Polygon, Romance",8,completed,8.59,105,1256
147091,Seihantai na Kimi to Boku,"Comedy, Romance, School, Shounen",7,reading,7.81,1325,1106
1827,Shaman Warrior,"Action, Adventure, Drama, Fantasy, Martial Arts",0,plan_to_read,7.25,5521,4138
148655,Shark,"Action, Drama",6,reading,7.33,4573,17542
157543,Shibatarian,"Psychological, Shounen, Suspense",3,completed,6.44,17625,3945
37707,Shigatsu wa Kimi no Uso,"Award Winning, Drama, Music, Romance, School, Shounen",9,completed,8.59,106,194
3868,Shigurui,"Action, Drama, Gore, Historical, Martial Arts, Samurai, Seinen",0,plan_to_read,8.06,662,612
117851,Shimeji Simulation,"School, Slice of Life",7,completed,8.47,167,827
23390,Shingeki no Kyojin,"Action, Award Winning, Drama, Gore, Military, Shounen, Survival, Suspense",7,completed,8.55,121,2
57795,Shingeki no Kyojin: Before the Fall,"Action, Drama, Fantasy, Shounen, Supernatural",0,plan_to_read,7.41,3780,438
58007,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Shoujo",6,completed,8.16,509,326
146751,Shotgun Boy,"Action, Horror, Psychological, Survival, Suspense",6,completed,7.66,2013,1280
72467,Shoujo Shuumatsu Ryokou,"Adventure, Award Winning, Iyashikei, Slice of Life",9,completed,8.72,56,208
126699,Shounen no Abyss,"Drama, Psychological, Seinen",0,plan_to_read,7.17,6571,167
110485,Shuumatsu no Walküre,"Action, Fantasy, Mythology, Seinen",7,on_hold,8.01,762,89
118289,Skip to Loafer,"Award Winning, Drama, School, Seinen",7,dropped,8.6,101,392
51,Slam Dunk,"Award Winning, School, Shounen, Sports, Team Sports",8,completed,9.08,6,49
154009,Slave B,"Action, Adventure, Drama, Fantasy",3,dropped,6.37,18276,7417
110288,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","Comedy, Fantasy, Isekai, Reincarnation",3,dropped,7.15,6855,984
3731,Solanin,"Drama, Seinen, Slice of Life",0,plan_to_read,8.21,439,104
119184,Solo Leveling,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy",6,completed,8.43,202,1714
121496,Solo Leveling,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy",6,completed,8.65,74,5
172429,Solo Leveling: Ragnarok,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy",7,reading,7.84,1219,800
96573,Something About Us,"Romance, School",7,completed,8.15,518,654
112268,Sono Bisque Doll wa Koi wo Suru,"Otaku Culture, Romance, School, Seinen",6,on_hold,7.96,839,61
126287,Sousou no Frieren,"Adventure, Award Winning, Drama, Fantasy, Shounen",8,on_hold,8.85,29,81
119161,Spy x Family,"Action, Childcare, Comedy, Shounen",7,reading,8.48,164,19
93516,SQ: Begin W/Your Name!,"Comedy, Girls Love, School, Slice of Life",7,completed,8.37,248,259
146909,SSS-Class Revival Hunter,"Action, Adventure, Fantasy, Time Travel",6,on_hold,8.3,315,373
146752,Study Group,"Action, Delinquents, School",6,reading,7.44,3492,2086
116539,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,"School, Shounen, Strategy Game",0,plan_to_read,7.99,797,870
110031,Summertime Render,"Mystery, Shounen, Supernatural, Suspense, Time Travel",3,dropped,8.22,420,314
8848,Sun-Ken Rock,"Action, Comedy, Drama, Ecchi, Seinen",3,dropped,7.89,1059,121
148467,Super no Ura de Yani Suu Futari,"Adult Cast, Love Status Quo, Romance",7,reading,8.1,606,357
8438,Super-Conductive Brains,"Avant Garde, Seinen",5,completed,6.53,16450,5260
1533,Superior,"Action, Adventure, Drama, Fantasy, Romance, Shounen",4,completed,7.71,1731,932
147276,Surviving Romance,"Horror, School, Survival, Suspense",5,completed,8.07,655,2846
124845,Sweet Home,"Action, Drama, Gore, Horror, Suspense",9,completed,8.27,357,190
142600,Takopii no Genzai,"Drama, Psychological, Sci-Fi, Shounen",7,completed,7.66,2012,434
151012,Tale of a Scribe Who Retires to the Countryside,"Action, Adventure, Fantasy, Martial Arts",4,dropped,7.15,6963,6403
146966,Teenage Mercenary,"Action, School",6,reading,7.89,1062,480
153158,Telework Yotabanashi,"Adult Cast, Romance, Seinen",5,completed,8.11,584,1061
72451,Ten Prism,"Action, Adventure, Drama, Fantasy, Seinen",3,dropped,6.39,18012,10474
111745,Tengoku Daimakyou,"Adventure, Mystery, Sci-Fi, Seinen",5,dropped,8.13,551,475
168656,Tensei Akuma no Saikyou Yuusha Ikusei Keikaku,"Adventure, Childcare, Fantasy, Isekai",4,dropped,7.4,3885,11478
113178,Tensei shitara Dragon no Tamago datta: Ibara no Dragon Road,"Action, Adventure, Fantasy, Isekai, Reincarnation",4,dropped,6.98,9501,1959
87609,Tensei shitara Slime Datta Ken,"Award Winning, Fantasy, Isekai, Reincarnation, Shounen",3,dropped,8.37,251,95
11366,Teppuu,"Action, Combat Sports, Drama, Psychological, Seinen, Sports",7,completed,7.64,2105,669
37563,Terra Formars,"Action, Gore, Horror, Sci-Fi, Seinen, Survival",0,plan_to_read,7.21,6055,336
148850,Terror Man,"Action, Supernatural",6,completed,7.56,2615,4647
162700,The Academy's Genius Swordsman,"Action, Fantasy, Time Travel",3,dropped,7.29,5122,1346
165031,The Apothecary Prince,"Adventure, Fantasy, Isekai, Reincarnation",3,dropped,6.76,13072,6686
147693,The Archmage Returns After 4000 Years,"Action, Adventure, Fantasy, Reincarnation",5,dropped,7.47,3287,938
155284,The Baengri Clan's Unwanted Granddaughter,"Fantasy, Time Travel, Villainess",6,reading,7.65,2065,6051
141120,The Boxer,"Combat Sports, Drama, Sports",9,completed,8.5,148,362
8586,The Breaker,"Action, Comedy, Drama, Martial Arts, School",7,completed,8.39,227,83
22651,The Breaker: New Waves,"Action, Comedy, Drama, Martial Arts, Romance, School",6,completed,8.37,249,164
147569,The Celestial Returned from Hell,"Action, Fantasy, Urban Fantasy",4,dropped,6.59,15700,3243
173090,The Dang Clan's Swordmaster Heir Just Wants a Normal Life,"Action, Fantasy, Martial Arts, Reincarnation",6,reading,7.18,6495,12144
157232,The Dark Mage's Return to Enlistment,"Action, Fantasy, Military",4,dropped,6.92,10396,3514
148421,The Divine Surgeon,"Drama, Historical, Medical, Reincarnation, Time Travel",0,plan_to_read,7.53,2794,5861
147489,The Druid of Seoul Station,"Action, Fantasy, Isekai",2,dropped,6.55,16159,2850
152195,The Dungeon Cleaning Life of a Once Genius Hunter,"Action, Fantasy, Time Travel",3,dropped,6.9,10776,4748
87844,The Fable,"Adult Cast, Award Winning, Comedy, Organized Crime, Seinen, Suspense",9,completed,8.55,122,302
146787,The Gamer,"Action, Fantasy, School",2,dropped,6.51,16708,2159
111996,The God of High School,"Action, Adventure, Fantasy, Martial Arts, Urban Fantasy",6,completed,7.67,1953,212
148454,The Grand Mudang Saga,"Action, Fantasy, Martial Arts, Reincarnation",5,on_hold,7.47,3288,3848
147272,The Greatest Estate Developer,"Adventure, Comedy, Fantasy, Isekai, Reincarnation",6,dropped,8.82,37,377
150455,The Hero Returns,"Action, Fantasy, Reincarnation, Time Travel",3,dropped,6.89,10970,2124
125036,The Horizon,"Adventure, Drama, Psychological",9,completed,8.7,59,140
154692,The Infinite Mage,"Action, Adventure, Fantasy",6,reading,7.9,1033,831
159140,The Knight King Who Returned with a God,"Action, Fantasy",5,dropped,7.28,5267,2391
170427,The Knight Only Lives Today,"Action, Fantasy, Time Travel",7,reading,8.2,446,3054
146827,The Lazy Lord Masters the Sword,"Action, Fantasy",6,on_hold,7.67,1933,1018
134744,The Legend of the Northern Blade,"Action, Adventure, Fantasy, Martial Arts",8,completed,8.56,114,404
147536,The Legendary Moonlight Sculptor,"Action, Adventure, Fantasy, Video Game",3,dropped,7.48,3166,2790
148679,The Lord of Coins,"Action, Adventure, Fantasy, Time Travel",0,plan_to_read,6.77,12888,2835
147322,The Max Level Hero Strikes Back,"Action, Adventure, Fantasy",2,dropped,6.93,10343,1206
153509,The Nine Heavens Swordmaster,"Action, Fantasy, Martial Arts",4,reading,7,9280,3213
148985,The Novel's Extra,"Action, Fantasy, Isekai, Reincarnation, School",3,dropped,7.74,1602,1108
165038,The Outcast Is a Fighter,"Combat Sports, Reincarnation, Sports",3,dropped,,28924,29950
1320,The Ravages of Time,"Action, Adventure, Historical, Military",0,plan_to_read,8.19,463,1298
150422,The Reaper,"Action, Fantasy, Martial Arts",6,reading,7.75,1538,1632
149305,The Red Book,Horror,4,completed,6.14,19683,25545
174559,The Regressed Mercenary Has a Plan,"Action, Fantasy, Time Travel",4,dropped,7.8,1368,4684
149013,The Return of the Disaster-Class Hero,"Action, Fantasy",4,dropped,7.44,3494,814
180758,The Returned C-Rank Tank Won't Die!,"Action, Fantasy, Urban Fantasy",2,dropped,,37290,26162
146761,The Skeleton Soldier Failed to Defend the Dungeon,"Action, Adventure, Fantasy, Time Travel",4,dropped,7.57,2522,1212
150546,The Slumbering Ranker,"Action, Fantasy, Video Game",2,dropped,6.9,10774,3916
149572,The Stormy Inn,"Action, Fantasy, Martial Arts",4,dropped,6.63,15059,14901
148961,The Superhuman Era,"Action, Super Power",8,reading,7.95,878,4332
146949,The Swordmaster's Son,"Action, Adventure, Fantasy",3,dropped,7.85,1183,703
162696,The Terminally Ill Young Master of the Baek Clan,"Action, Fantasy, Martial Arts",3,dropped,6.82,12164,9139
146856,The Tutorial Is Too Tough!,"Action, Fantasy, Isekai, Survival",4,dropped,7.12,7314,2186
147217,The World After the Fall,"Action, Fantasy",6,on_hold,7.55,2673,666
1408,The World Is Mine,"Psychological, Seinen",0,plan_to_read,7.86,1140,1182
20647,Thermae Romae,"Award Winning, Comedy, Historical, Seinen, Time Travel",6,completed,7.69,1836,2607
109773,Theseus no Fune,"Drama, Mystery, Seinen",0,plan_to_read,7.65,2075,6398
155755,This Is the Law,"Drama, Supernatural, Time Travel",5,dropped,7.06,8178,12747
3159,Tista,"Action, Drama, Shounen",4,completed,6.87,11292,3354
148139,To Not Die,"Action, Drama",6,on_hold,7.51,2942,4268
3572,Tobaku Mokushiroku Kaiji,"Adult Cast, Award Winning, Drama, High Stakes Game, Seinen, Strategy Game",0,plan_to_read,8.42,207,883
102165,Tokidoki,"Drama, Romance, School, Shounen",7,completed,8.01,753,365
149334,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,"Comedy, Romance, School",5,on_hold,7.67,1937,680
33327,Tokyo Ghoul,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",8,completed,8.54,125,6
69879,Tokyo-hatsu Isekai-yuki,"Comedy, Fantasy, Mystery, Seinen, Supernatural",6,completed,6.86,11384,11515
130216,Tomb Raider King,"Action, Adventure, Fantasy, Time Travel",3,completed,7.37,4204,556
912,Tomie,"Drama, Gore, Horror, Shoujo, Supernatural",2,completed,7.78,1432,158
92149,Tomo-chan wa Onnanoko!,"Comedy, Romance, School",5,completed,7.89,1066,108
105747,Tondemo Skill de Isekai Hourou Meshi,"Adventure, Comedy, Fantasy, Gourmet, Isekai",7,on_hold,7.54,2739,756
100035,Tongari Boushi no Atelier,"Fantasy, Seinen",7,plan_to_read,8.66,70,129
124154,Toorigakari ni One Point Advice shiteiku Type no Yankee,Comedy,6,completed,7.85,1175,1806
110771,Toshokan no Daimajutsushi,"Fantasy, Seinen",0,plan_to_read,8.4,224,847
93972,Totsukuni no Shoujo,"Fantasy, Shounen",8,completed,8.32,293,196
122663,Tower of God,"Action, Adventure, Drama, Fantasy, Mystery",6,on_hold,8.36,261,40
703,Trigun,"Action, Adult Cast, Adventure, Comedy, Sci-Fi, Shounen",0,plan_to_read,7.72,1688,455
704,Trigun Maximum,"Action, Adult Cast, Adventure, Award Winning, Comedy, Drama, Sci-Fi, Seinen",0,plan_to_read,8.27,360,602
131924,Tsue to Tsurugi no Wistoria,"Action, Fantasy, School, Shounen",4,dropped,7.81,1322,1220
181465,"Tsuihou sareta Kajishi wa Cheat Skill de Densetsu wo Tsukurimakuru: Konyakusha ni Mise wo Oidasareta kedo, Kimama ni Mono Tsukutteirareru Ima no Hou ga Shiawase desu","Action, Fantasy",2,dropped,,37506,26180
90117,Tsuki ga Michibiku Isekai Douchuu,"Adventure, Fantasy, Isekai",3,dropped,7.78,1416,442
116367,Tuixiu de Yongzhemen,"Action, Fantasy",5,completed,,45577,32570
14483,Uchuu Kyoudai,"Adult Cast, Award Winning, Drama, Sci-Fi, Seinen, Space, Workplace",0,plan_to_read,8.74,51,467
18570,Ultra Heaven,"Avant Garde, Drama, Psychological, Sci-Fi, Seinen",0,plan_to_read,8.05,680,957
114043,"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka",Romance,6,completed,8.59,104,595
142457,Umi ga Hashiru End Roll,"Shoujo, Slice of Life",0,plan_to_read,7.59,2404,3300
127127,Umibe no Q,"Drama, School, Sci-Fi, Seinen",0,plan_to_read,6.97,9734,14374
131843,Unholy Blood,"Action, Romance, Supernatural, Vampire",5,dropped,7.93,924,799
136975,Unmei no Hito ni Deau Hanashi,"Romance, Shoujo",0,plan_to_read,8.03,719,1310
110766,Urasekai Picnic,"Action, Fantasy, Mystery, Shounen",0,plan_to_read,7.83,1249,2685
172843,"Urenokori no Dorei Elf wo Hirotta node, Musume ni Suru Koto ni Shita","Childcare, Fantasy, Seinen",5,on_hold,7.3,4978,9070
3468,Usagi Drop,"Childcare, Comedy, Drama, Josei, Slice of Life",2,completed,6.98,9545,372
9982,Usogui,"Action, High Stakes Game, Psychological, Seinen, Strategy Game",0,plan_to_read,8.61,99,378
146207,Usuzumi no Hate,"Adventure, Sci-Fi, Seinen",7,reading,7.98,806,1567
436,Uzumaki,"Drama, Horror, Seinen, Supernatural",4,completed,8.16,505,31
656,Vagabond,"Action, Adventure, Award Winning, Historical, Samurai, Seinen",10,completed,9.27,3,13
121151,Vampire Dormitory,"Crossdressing, Romance, Shoujo, Supernatural, Vampire",3,dropped,6.55,16259,5745
147191,Villain to Kill,"Action, Super Power",6,dropped,7.33,4568,1677
151550,Villain with a Crush,"Comedy, Romance, Super Power",5,dropped,7.6,2337,2873
642,Vinland Saga,"Action, Adventure, Award Winning, Drama, Historical, Seinen",9,reading,9.08,7,17
